id_alignrec,degree_alignrec,id_anchor,degree_anchor,id_alignrec_anchor,degree_alignrec_anchor
16014,200,4237,200,8810,200
11682,178,1661,200,4658,200
3441,200,3872,200,12128,200
12906,200,1300,200,2092,200
5570,200,4857,200,9509,200
122,200,6142,200,6558,200
1266,200,5002,200,7072,200
6537,200,2092,200,5981,200
16998,200,13044,200,12740,200
7945,200,10080,200,5002,200
11863,200,3886,200,435,200
18601,38,6558,200,10080,200
554,67,17127,200,10937,200
2294,200,1792,200,4237,200
6710,200,13258,200,1211,200
11797,200,4322,200,5095,200
16666,46,9972,200,13359,200
3130,187,2038,200,6042,200
15669,200,11983,200,6999,200
13307,200,874,200,6880,200
1106,200,2060,200,4908,200
10951,200,13359,200,7719,200
6685,200,7719,200,3613,200
4348,200,15046,200,9030,200
13592,200,3441,200,5368,200
1909,200,1266,200,6129,200
3980,200,12200,200,761,200
6190,200,2769,200,6740,200
9776,200,7627,200,9318,200
5343,200,526,200,3532,200
10098,200,219,200,8892,200
17040,200,1983,200,1959,200
16867,133,4624,200,4622,200
2505,84,2413,200,4869,200
16578,197,2682,200,80,200
9787,164,6439,200,5570,200
8112,187,7128,200,7388,200
17045,200,8451,200,1384,200
4421,131,7512,200,2941,200
17374,200,3560,200,3000,200
12257,200,984,200,3441,200
2811,200,413,200,12200,200
16637,200,8892,200,2853,200
272,196,3513,200,1346,200
14394,171,3000,200,52,200
13489,200,5420,200,6963,200
11690,200,12202,200,263,200
13235,200,263,200,4276,200
19201,67,11299,200,2655,200
16538,184,2672,200,2712,200
118,200,2660,200,4091,200
13761,200,12710,200,526,200
18311,200,4276,200,2830,200
10173,124,4494,200,4494,200
1964,136,914,200,2682,200
12888,200,1821,200,1688,200
16239,200,4984,200,4984,200
8316,200,3059,200,1442,200
18336,200,2830,200,1760,200
2207,52,4197,200,6547,200
2670,200,2943,200,1994,200
3509,200,1688,200,1821,200
2669,200,1849,200,2882,200
17785,200,351,200,351,200
17233,200,2655,200,2482,200
6869,88,1994,200,1771,200
5752,200,1345,200,2769,200
296,200,2482,200,525,200
15266,200,9701,200,9701,200
12583,148,3269,200,1983,200
9161,200,2668,200,366,200
16124,52,392,200,360,116
17852,139,369,200,362,200
13912,200,368,200,363,200
3628,200,366,200,364,200
2941,200,375,200,365,200
11574,200,365,200,375,200
1244,200,364,200,378,200
10671,200,363,200,368,200
19030,200,362,200,369,200
17770,200,360,116,374,200
8994,200,358,200,370,200
3286,200,374,200,371,186
11633,200,376,200,372,182
11363,200,393,200,358,200
15416,200,386,124,392,200
5562,200,391,200,376,200
11794,200,439,200,367,72
3390,23,370,200,385,108
5068,200,389,69,391,200
433,78,388,200,390,22
2182,200,387,200,389,69
2780,38,385,108,388,200
17253,52,377,200,387,200
11148,200,384,50,386,124
2172,51,383,138,384,50
17080,83,382,200,377,200
1112,101,381,200,383,138
2587,200,379,200,382,200
11760,97,378,200,381,200
9953,200,437,200,380,124
550,126,438,200,373,200
5495,200,390,22,396,127
1076,93,372,182,513,200
12711,152,371,186,395,117
2859,200,432,200,410,70
559,61,416,200,409,200
17890,200,404,110,408,50
2227,137,403,200,407,200
1217,125,402,200,404,110
9674,200,401,200,414,200
11871,200,399,118,403,200
12396,200,398,112,402,200
10322,200,414,200,401,200
18593,75,417,88,399,118
10355,200,396,127,398,112
15068,22,428,200,397,70
